featurePos,retentionTimePos,InChIKey2DPos,featureNeg,retentionTimeNeg,InChIKey2DNeg
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:331,4.052433333333333,https://enpkg.commons-lab.org/kg/ACHDMUPTZYZIGR,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:172,4.411600000000001,https://enpkg.commons-lab.org/kg/ACHDMUPTZYZIGR
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:331,4.052433333333333,https://enpkg.commons-lab.org/kg/ACHDMUPTZYZIGR,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:226,4.6238166666666665,https://enpkg.commons-lab.org/kg/ACHDMUPTZYZIGR
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:401,3.4682000000000004,https://enpkg.commons-lab.org/kg/RFHOXTWWHVRIKG,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:198,3.46975,https://enpkg.commons-lab.org/kg/RFHOXTWWHVRIKG
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:728,4.096233333333333,https://enpkg.commons-lab.org/kg/WMIKDZKELUVXGM,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:277,3.7508166666666662,https://enpkg.commons-lab.org/kg/WMIKDZKELUVXGM
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:616,1.089,https://enpkg.commons-lab.org/kg/CRSFLLTWRCYNNX,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:165,1.0961833333333333,https://enpkg.commons-lab.org/kg/CRSFLLTWRCYNNX
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:48,3.3383166666666666,https://enpkg.commons-lab.org/kg/DQLOCJPJWKCPOE,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:11,3.1107500000000003,https://enpkg.commons-lab.org/kg/DQLOCJPJWKCPOE
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:48,3.3383166666666666,https://enpkg.commons-lab.org/kg/DQLOCJPJWKCPOE,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:248,3.94995,https://enpkg.commons-lab.org/kg/DQLOCJPJWKCPOE
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:48,3.3383166666666666,https://enpkg.commons-lab.org/kg/DQLOCJPJWKCPOE,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:48,3.3402666666666665,https://enpkg.commons-lab.org/kg/DQLOCJPJWKCPOE
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:48,3.3383166666666666,https://enpkg.commons-lab.org/kg/DQLOCJPJWKCPOE,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:85,3.6826,https://enpkg.commons-lab.org/kg/DQLOCJPJWKCPOE
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:48,3.3383166666666666,https://enpkg.commons-lab.org/kg/DQLOCJPJWKCPOE,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:147,2.458916666666666,https://enpkg.commons-lab.org/kg/DQLOCJPJWKCPOE
